Etiqueta,Frame,Box
coche1,504,"(276.7986577181208, 164.27804410354747, 76.26462128475552, 80.13902205177374)"
coche1,505,"(276.6979865771812, 164.27420901246404, 76.25407478427613, 80.13710450623202)"
coche1,506,"(276.5973154362416, 164.27037392138064, 76.24352828379673, 80.13518696069032)"
coche1,507,"(276.496644295302, 164.2665388302972, 76.23298178331736, 80.1332694151486)"
coche1,508,"(276.3959731543624, 164.2627037392138, 76.22243528283796, 80.1313518696069)"
coche1,509,"(276.2953020134228, 164.2588686481304, 76.21188878235859, 80.1294343240652)"
coche1,510,"(276.19463087248323, 164.25503355704697, 76.20134228187919, 80.12751677852349)"
coche1,511,"(276.09395973154363, 164.25119846596357, 76.19079578139981, 80.12559923298178)"
coche1,512,"(275.99328859060404, 164.24736337488017, 76.18024928092042, 80.12368168744008)"
coche1,513,"(275.89261744966444, 164.24352828379673, 76.16970278044104, 80.12176414189837)"
coche1,514,"(275.79194630872485, 164.23969319271333, 76.15915627996165, 80.11984659635667)"
coche1,515,"(275.69127516778525, 164.2358581016299, 76.14860977948226, 80.11792905081495)"
coche1,516,"(275.59060402684565, 164.2320230105465, 76.13806327900288, 80.11601150527325)"
coche1,517,"(275.48993288590606, 164.2281879194631, 76.12751677852349, 80.11409395973155)"
coche1,518,"(275.38926174496646, 164.22435282837966, 76.1169702780441, 80.11217641418983)"
coche1,519,"(275.28859060402687, 164.22051773729626, 76.10642377756471, 80.11025886864813)"
coche1,520,"(275.18791946308727, 164.21668264621286, 76.09587727708534, 80.10834132310643)"
coche1,521,"(275.0872483221477, 164.21284755512943, 76.08533077660594, 80.10642377756471)"
coche1,522,"(274.9865771812081, 164.20901246404603, 76.07478427612656, 80.10450623202301)"
coche1,523,"(274.8859060402685, 164.2051773729626, 76.06423777564717, 80.1025886864813)"
coche1,524,"(274.7852348993289, 164.2013422818792, 76.05369127516778, 80.1006711409396)"
coche1,525,"(274.6845637583893, 164.1975071907958, 76.0431447746884, 80.0987535953979)"
coche1,526,"(274.5838926174497, 164.19367209971236, 76.03259827420901, 80.09683604985618)"
coche1,527,"(274.48322147651004, 164.18983700862896, 76.02205177372963, 80.09491850431448)"
coche1,528,"(274.3825503355705, 164.18600191754555, 76.01150527325024, 80.09300095877278)"
coche1,529,"(274.28187919463085, 164.18216682646212, 76.00095877277086, 80.09108341323106)"
coche1,530,"(274.1812080536913, 164.17833173537872, 75.99041227229147, 80.08916586768936)"
coche1,531,"(274.08053691275165, 164.1744966442953, 75.97986577181209, 80.08724832214764)"
coche1,532,"(273.9798657718121, 164.1706615532119, 75.9693192713327, 80.08533077660594)"
coche1,533,"(273.87919463087246, 164.16682646212848, 75.9587727708533, 80.08341323106424)"
coche1,534,"(273.77852348993287, 164.16299137104505, 75.94822627037392, 80.08149568552253)"
coche1,535,"(273.67785234899327, 164.15915627996165, 75.93767976989453, 80.07957813998082)"
coche1,536,"(273.5771812080537, 164.15532118887825, 75.92713326941515, 80.07766059443912)"
coche1,537,"(273.4765100671141, 164.15148609779482, 75.91658676893576, 80.07574304889741)"
coche1,538,"(273.3758389261745, 164.1476510067114, 75.90604026845638, 80.0738255033557)"
coche1,539,"(273.2751677852349, 164.14381591562798, 75.89549376797699, 80.07190795781399)"
coche1,540,"(273.1744966442953, 164.13998082454458, 75.88494726749761, 80.06999041227229)"
coche1,541,"(273.0738255033557, 164.13614573346118, 75.87440076701822, 80.06807286673059)"
coche1,542,"(272.9731543624161, 164.13231064237775, 75.86385426653884, 80.06615532118887)"
coche1,543,"(272.8724832214765, 164.12847555129434, 75.85330776605944, 80.06423777564717)"
coche1,544,"(272.7718120805369, 164.12464046021094, 75.84276126558005, 80.06232023010547)"
coche1,545,"(272.6711409395973, 164.1208053691275, 75.83221476510067, 80.06040268456375)"
coche1,546,"(272.5704697986577, 164.1169702780441, 75.82166826462128, 80.05848513902205)"
coche1,547,"(272.4697986577181, 164.1131351869607, 75.8111217641419, 80.05656759348035)"
coche1,548,"(272.3691275167785, 164.10930009587727, 75.80057526366251, 80.05465004793864)"
coche1,549,"(272.2684563758389, 164.10546500479387, 75.79002876318313, 80.05273250239694)"
coche1,550,"(272.1677852348993, 164.10162991371044, 75.77948226270374, 80.05081495685522)"
coche1,551,"(272.06711409395973, 164.09779482262704, 75.76893576222436, 80.04889741131352)"
coche1,552,"(271.96644295302013, 164.09395973154363, 75.75838926174497, 80.04697986577182)"
coche1,553,"(271.86577181208054, 164.0901246404602, 75.74784276126557, 80.0450623202301)"
coche1,554,"(271.76510067114094, 164.0862895493768, 75.7372962607862, 80.0431447746884)"
coche1,555,"(271.66442953020135, 164.0824544582934, 75.7267497603068, 80.0412272291467)"
coche1,556,"(271.56375838926175, 164.07861936720997, 75.71620325982742, 80.03930968360498)"
coche1,557,"(271.46308724832215, 164.07478427612656, 75.70565675934803, 80.03739213806328)"
coche1,558,"(271.36241610738256, 164.07094918504313, 75.69511025886865, 80.03547459252157)"
coche1,559,"(271.26174496644296, 164.06711409395973, 75.68456375838926, 80.03355704697987)"
coche1,560,"(271.16107382550337, 164.06327900287633, 75.67401725790988, 80.03163950143816)"
coche1,561,"(271.06040268456377, 164.0594439117929, 75.66347075743049, 80.02972195589645)"
coche1,562,"(270.9597315436242, 164.0556088207095, 75.65292425695111, 80.02780441035475)"
coche1,563,"(270.8590604026846, 164.0517737296261, 75.64237775647172, 80.02588686481305)"
coche1,564,"(270.758389261745, 164.04793863854266, 75.63183125599232, 80.02396931927133)"
coche1,565,"(270.6577181208054, 164.04410354745926, 75.62128475551295, 80.02205177372963)"
coche1,566,"(270.5570469798658, 164.04026845637583, 75.61073825503355, 80.02013422818791)"
coche1,567,"(270.4563758389262, 164.03643336529242, 75.60019175455417, 80.01821668264621)"
coche1,568,"(270.3557046979866, 164.03259827420902, 75.58964525407478, 80.01629913710451)"
coche1,569,"(270.255033557047, 164.0287631831256, 75.5790987535954, 80.0143815915628)"
coche1,570,"(270.1543624161074, 164.0249280920422, 75.56855225311601, 80.0124640460211)"
coche1,571,"(270.0536912751678, 164.02109300095879, 75.55800575263663, 80.01054650047939)"
coche1,572,"(269.9530201342282, 164.01725790987535, 75.54745925215724, 80.00862895493768)"
coche1,573,"(269.8523489932886, 164.01342281879195, 75.53691275167785, 80.00671140939598)"
coche1,574,"(269.751677852349, 164.00958772770852, 75.52636625119847, 80.00479386385426)"
coche1,575,"(269.6510067114094, 164.00575263662512, 75.51581975071907, 80.00287631831256)"
coche1,576,"(269.5503355704698, 164.00191754554172, 75.5052732502397, 80.00095877277086)"
coche1,577,"(269.44966442953023, 163.99808245445828, 75.4947267497603, 79.99904122722914)"
coche1,578,"(269.3489932885906, 163.99424736337488, 75.48418024928093, 79.99712368168744)"
coche1,579,"(269.24832214765104, 163.99041227229148, 75.47363374880153, 79.99520613614574)"
coche1,580,"(269.1476510067114, 163.98657718120805, 75.46308724832215, 79.99328859060402)"
coche1,581,"(269.04697986577185, 163.98274209012465, 75.45254074784276, 79.99137104506232)"
coche1,582,"(268.9463087248322, 163.97890699904121, 75.44199424736337, 79.98945349952061)"
coche1,583,"(268.8456375838926, 163.9750719079578, 75.43144774688399, 79.9875359539789)"
coche1,584,"(268.744966442953, 163.9712368168744, 75.4209012464046, 79.9856184084372)"
coche1,585,"(268.6442953020134, 163.96740172579098, 75.41035474592522, 79.98370086289549)"
coche1,586,"(268.5436241610738, 163.96356663470758, 75.39980824544583, 79.98178331735379)"
coche1,587,"(268.4429530201342, 163.95973154362417, 75.38926174496645, 79.97986577181209)"
coche1,588,"(268.3422818791946, 163.95589645254074, 75.37871524448705, 79.97794822627037)"
coche1,589,"(268.241610738255, 163.95206136145734, 75.36816874400768, 79.97603068072867)"
coche1,590,"(268.1409395973154, 163.9482262703739, 75.35762224352828, 79.97411313518695)"
coche1,591,"(268.0402684563758, 163.9443911792905, 75.34707574304889, 79.97219558964525)"
coche1,592,"(267.93959731543623, 163.9405560882071, 75.33652924256951, 79.97027804410355)"
coche1,593,"(267.83892617449663, 163.93672099712367, 75.32598274209012, 79.96836049856184)"
coche1,594,"(267.73825503355704, 163.93288590604027, 75.31543624161074, 79.96644295302013)"
coche1,595,"(267.63758389261744, 163.92905081495687, 75.30488974113135, 79.96452540747843)"
coche1,596,"(267.53691275167785, 163.92521572387344, 75.29434324065197, 79.96260786193672)"
coche1,597,"(267.43624161073825, 163.92138063279003, 75.28379674017258, 79.96069031639502)"
coche1,598,"(267.33557046979865, 163.9175455417066, 75.2732502396932, 79.9587727708533)"
coche1,599,"(267.23489932885906, 163.9137104506232, 75.2627037392138, 79.9568552253116)"
coche1,600,"(267.13422818791946, 163.9098753595398, 75.25215723873443, 79.9549376797699)"
coche1,601,"(267.03355704697987, 163.90604026845637, 75.24161073825503, 79.95302013422818)"
coche1,602,"(266.93288590604027, 163.90220517737296, 75.23106423777564, 79.95110258868648)"
coche1,603,"(266.8322147651007, 163.89837008628956, 75.22051773729626, 79.94918504314478)"
coche1,604,"(266.7315436241611, 163.89453499520613, 75.20997123681687, 79.94726749760306)"
coche1,605,"(266.6308724832215, 163.89069990412273, 75.19942473633749, 79.94534995206136)"
coche1,606,"(266.5302013422819, 163.88686481303932, 75.1888782358581, 79.94343240651966)"
coche1,607,"(266.4295302013423, 163.8830297219559, 75.17833173537872, 79.94151486097795)"
coche1,608,"(266.3288590604027, 163.8791946308725, 75.16778523489933, 79.93959731543625)"
coche1,609,"(266.2281879194631, 163.87535953978906, 75.15723873441995, 79.93767976989453)"
coche1,610,"(266.1275167785235, 163.87152444870566, 75.14669223394056, 79.93576222435283)"
coche1,611,"(266.0268456375839, 163.86768935762225, 75.13614573346118, 79.93384467881113)"
coche1,612,"(265.9261744966443, 163.86385426653882, 75.12559923298178, 79.93192713326941)"
coche1,613,"(265.8255033557047, 163.86001917545542, 75.11505273250239, 79.93000958772771)"
coche1,614,"(265.7248322147651, 163.85618408437202, 75.10450623202301, 79.92809204218601)"
coche1,615,"(265.6241610738255, 163.8523489932886, 75.09395973154362, 79.9261744966443)"
coche1,616,"(265.5234899328859, 163.84851390220518, 75.08341323106424, 79.92425695110259)"
coche1,617,"(265.4228187919463, 163.84467881112175, 75.07286673058485, 79.92233940556088)"
coche1,618,"(265.32214765100673, 163.84084372003835, 75.06232023010547, 79.92042186001918)"
coche1,619,"(265.22147651006713, 163.83700862895495, 75.05177372962608, 79.91850431447747)"
coche1,620,"(265.12080536912754, 163.83317353787152, 75.0412272291467, 79.91658676893576)"
coche1,621,"(265.02013422818794, 163.8293384467881, 75.0306807286673, 79.91466922339406)"
coche1,622,"(264.91946308724835, 163.8255033557047, 75.02013422818791, 79.91275167785236)"
coche1,623,"(264.81879194630875, 163.82166826462128, 75.00958772770853, 79.91083413231064)"
coche1,624,"(264.71812080536915, 163.81783317353788, 74.99904122722914, 79.90891658676894)"
coche1,625,"(264.61744966442956, 163.81399808245445, 74.98849472674976, 79.90699904122722)"
coche1,626,"(264.51677852348996, 163.81016299137104, 74.97794822627037, 79.90508149568552)"
coche1,627,"(264.4161073825503, 163.80632790028764, 74.96740172579099, 79.90316395014382)"
coche1,628,"(264.31543624161077, 163.8024928092042, 74.9568552253116, 79.9012464046021)"
coche1,629,"(264.2147651006711, 163.7986577181208, 74.94630872483222, 79.8993288590604)"
coche1,630,"(264.1140939597316, 163.7948226270374, 74.93576222435283, 79.8974113135187)"
coche1,631,"(264.0134228187919, 163.79098753595397, 74.92521572387344, 79.89549376797699)"
coche1,632,"(263.9127516778524, 163.78715244487057, 74.91466922339406, 79.89357622243529)"
coche1,633,"(263.81208053691273, 163.78331735378714, 74.90412272291466, 79.89165867689357)"
coche1,634,"(263.71140939597313, 163.77948226270374, 74.89357622243529, 79.88974113135187)"
coche1,635,"(263.61073825503354, 163.77564717162034, 74.8830297219559, 79.88782358581017)"
coche1,636,"(263.51006711409394, 163.7718120805369, 74.87248322147651, 79.88590604026845)"
coche1,637,"(263.40939597315435, 163.7679769894535, 74.86193672099712, 79.88398849472675)"
coche1,638,"(263.30872483221475, 163.7641418983701, 74.85139022051774, 79.88207094918505)"
coche1,639,"(263.20805369127515, 163.76030680728667, 74.84084372003835, 79.88015340364333)"
coche1,640,"(263.10738255033556, 163.75647171620327, 74.83029721955896, 79.87823585810163)"
coche1,641,"(263.00671140939596, 163.75263662511983, 74.81975071907958, 79.87631831255992)"
coche1,642,"(262.90604026845637, 163.74880153403643, 74.80920421860019, 79.87440076701822)"
coche1,643,"(262.80536912751677, 163.74496644295303, 74.79865771812081, 79.87248322147651)"
coche1,644,"(262.7046979865772, 163.7411313518696, 74.78811121764141, 79.8705656759348)"
coche1,645,"(262.6040268456376, 163.7372962607862, 74.77756471716204, 79.8686481303931)"
coche1,646,"(262.503355704698, 163.7334611697028, 74.76701821668264, 79.8667305848514)"
coche1,647,"(262.4026845637584, 163.72962607861936, 74.75647171620327, 79.86481303930968)"
coche1,648,"(262.3020134228188, 163.72579098753596, 74.74592521572387, 79.86289549376798)"
coche1,649,"(262.2013422818792, 163.72195589645253, 74.7353787152445, 79.86097794822626)"
coche1,650,"(262.1006711409396, 163.71812080536913, 74.7248322147651, 79.85906040268456)"
coche1,651,"(262.0, 163.71428571428572, 74.71428571428571, 79.85714285714286)"
coche1,652,"(261.8993288590604, 163.7104506232023, 74.70373921380633, 79.85522531160115)"
coche1,653,"(261.7986577181208, 163.7066155321189, 74.69319271332694, 79.85330776605944)"
coche1,654,"(261.6979865771812, 163.7027804410355, 74.68264621284756, 79.85139022051774)"
coche1,655,"(261.5973154362416, 163.69894534995206, 74.67209971236817, 79.84947267497603)"
coche1,656,"(261.496644295302, 163.69511025886865, 74.66155321188879, 79.84755512943433)"
coche1,657,"(261.3959731543624, 163.69127516778522, 74.6510067114094, 79.84563758389261)"
coche1,658,"(261.2953020134228, 163.68744007670182, 74.64046021093002, 79.84372003835091)"
coche1,659,"(261.19463087248323, 163.68360498561842, 74.62991371045062, 79.84180249280921)"
coche1,660,"(261.09395973154363, 163.67976989453499, 74.61936720997124, 79.83988494726749)"
coche1,661,"(260.99328859060404, 163.67593480345158, 74.60882070949185, 79.83796740172579)"
coche1,662,"(260.89261744966444, 163.67209971236818, 74.59827420901246, 79.83604985618409)"
coche1,663,"(260.79194630872485, 163.66826462128475, 74.58772770853308, 79.83413231064237)"
coche1,664,"(260.69127516778525, 163.66442953020135, 74.57718120805369, 79.83221476510067)"
coche1,665,"(260.59060402684565, 163.66059443911792, 74.56663470757431, 79.83029721955896)"
coche1,666,"(260.48993288590606, 163.6567593480345, 74.55608820709492, 79.82837967401726)"
coche1,667,"(260.38926174496646, 163.6529242569511, 74.54554170661554, 79.82646212847555)"
coche1,668,"(260.28859060402687, 163.64908916586768, 74.53499520613614, 79.82454458293384)"
coche1,669,"(260.18791946308727, 163.64525407478428, 74.52444870565677, 79.82262703739214)"
coche1,670,"(260.0872483221477, 163.64141898370087, 74.51390220517737, 79.82070949185044)"
coche1,671,"(259.9865771812081, 163.63758389261744, 74.50335570469798, 79.81879194630872)"
coche1,672,"(259.8859060402685, 163.63374880153404, 74.4928092042186, 79.81687440076702)"
coche1,673,"(259.7852348993289, 163.62991371045064, 74.48226270373921, 79.81495685522532)"
coche1,674,"(259.6845637583893, 163.6260786193672, 74.47171620325983, 79.8130393096836)"
coche1,675,"(259.5838926174497, 163.6222435282838, 74.46116970278044, 79.8111217641419)"
coche1,676,"(259.4832214765101, 163.61840843720037, 74.45062320230106, 79.80920421860019)"
coche1,677,"(259.3825503355705, 163.61457334611697, 74.44007670182167, 79.80728667305848)"
coche1,678,"(259.28187919463085, 163.61073825503357, 74.42953020134229, 79.80536912751678)"
coche1,679,"(259.1812080536913, 163.60690316395014, 74.4189837008629, 79.80345158197507)"
coche1,680,"(259.08053691275165, 163.60306807286673, 74.4084372003835, 79.80153403643337)"
coche1,681,"(258.9798657718121, 163.59923298178333, 74.39789069990412, 79.79961649089167)"
coche1,682,"(258.87919463087246, 163.5953978906999, 74.38734419942473, 79.79769894534995)"
coche1,683,"(258.77852348993287, 163.5915627996165, 74.37679769894535, 79.79578139980825)"
coche1,684,"(258.67785234899327, 163.58772770853307, 74.36625119846596, 79.79386385426653)"
coche1,685,"(258.5771812080537, 163.58389261744966, 74.35570469798658, 79.79194630872483)"
coche1,686,"(258.4765100671141, 163.58005752636626, 74.34515819750719, 79.79002876318313)"
coche1,687,"(258.3758389261745, 163.57622243528283, 74.33461169702781, 79.78811121764141)"
coche1,688,"(258.2751677852349, 163.57238734419943, 74.32406519654842, 79.78619367209971)"
coche1,689,"(258.1744966442953, 163.56855225311602, 74.31351869606902, 79.78427612655801)"
coche1,690,"(258.0738255033557, 163.5647171620326, 74.30297219558965, 79.7823585810163)"
coche1,691,"(257.9731543624161, 163.5608820709492, 74.29242569511025, 79.7804410354746)"
coche1,692,"(257.8724832214765, 163.55704697986576, 74.28187919463087, 79.77852348993288)"
coche1,693,"(257.7718120805369, 163.55321188878236, 74.27133269415148, 79.77660594439118)"
coche1,694,"(257.6711409395973, 163.54937679769895, 74.2607861936721, 79.77468839884948)"
coche1,695,"(257.5704697986577, 163.54554170661552, 74.25023969319271, 79.77277085330776)"
coche1,696,"(257.4697986577181, 163.54170661553212, 74.23969319271333, 79.77085330776606)"
coche1,697,"(257.3691275167785, 163.53787152444872, 74.22914669223394, 79.76893576222436)"
coche1,698,"(257.2684563758389, 163.5340364333653, 74.21860019175456, 79.76701821668264)"
coche1,699,"(257.1677852348993, 163.53020134228188, 74.20805369127517, 79.76510067114094)"
coche1,700,"(257.06711409395973, 163.52636625119845, 74.19750719079578, 79.76318312559923)"
coche1,701,"(256.96644295302013, 163.52253116011505, 74.1869606903164, 79.76126558005753)"
coche1,702,"(256.86577181208054, 163.51869606903165, 74.176414189837, 79.75934803451582)"
coche1,703,"(256.76510067114094, 163.51486097794822, 74.16586768935763, 79.75743048897411)"
coche1,704,"(256.66442953020135, 163.51102588686481, 74.15532118887823, 79.75551294343241)"
coche1,705,"(256.56375838926175, 163.5071907957814, 74.14477468839885, 79.7535953978907)"
coche1,706,"(256.46308724832215, 163.50335570469798, 74.13422818791946, 79.75167785234899)"
coche1,707,"(256.36241610738256, 163.49952061361458, 74.12368168744008, 79.74976030680729)"
coche1,708,"(256.26174496644296, 163.49568552253115, 74.11313518696069, 79.74784276126557)"
coche1,709,"(256.16107382550337, 163.49185043144774, 74.10258868648131, 79.74592521572387)"
coche1,710,"(256.06040268456377, 163.48801534036434, 74.09204218600192, 79.74400767018217)"
coche1,711,"(255.95973154362417, 163.4841802492809, 74.08149568552253, 79.74209012464046)"
coche1,712,"(255.85906040268458, 163.4803451581975, 74.07094918504315, 79.74017257909875)"
coche1,713,"(255.75838926174498, 163.4765100671141, 74.06040268456375, 79.73825503355705)"
coche1,714,"(255.65771812080538, 163.47267497603067, 74.04985618408438, 79.73633748801534)"
coche1,715,"(255.5570469798658, 163.46883988494727, 74.03930968360498, 79.73441994247364)"
coche1,716,"(255.4563758389262, 163.46500479386384, 74.0287631831256, 79.73250239693192)"
coche1,717,"(255.3557046979866, 163.46116970278044, 74.01821668264621, 79.73058485139022)"
coche1,718,"(255.255033557047, 163.45733461169704, 74.00767018216683, 79.72866730584852)"
coche1,719,"(255.1543624161074, 163.4534995206136, 73.99712368168744, 79.7267497603068)"
coche1,720,"(255.0536912751678, 163.4496644295302, 73.98657718120805, 79.7248322147651)"
coche1,721,"(254.9530201342282, 163.4458293384468, 73.97603068072867, 79.7229146692234)"
coche1,722,"(254.85234899328862, 163.44199424736337, 73.96548418024928, 79.72099712368168)"
coche1,723,"(254.75167785234902, 163.43815915627997, 73.9549376797699, 79.71907957813998)"
coche1,724,"(254.6510067114094, 163.43432406519656, 73.9443911792905, 79.71716203259828)"
coche1,725,"(254.5503355704698, 163.43048897411313, 73.93384467881113, 79.71524448705657)"
coche1,726,"(254.4496644295302, 163.42665388302973, 73.92329817833173, 79.71332694151486)"
coche1,727,"(254.3489932885906, 163.4228187919463, 73.91275167785236, 79.71140939597315)"
coche1,728,"(254.248322147651, 163.4189837008629, 73.90220517737296, 79.70949185043145)"
coche1,729,"(254.1476510067114, 163.4151486097795, 73.89165867689357, 79.70757430488975)"
coche1,730,"(254.04697986577182, 163.41131351869606, 73.88111217641419, 79.70565675934803)"
coche1,731,"(253.94630872483222, 163.40747842761266, 73.8705656759348, 79.70373921380633)"
coche1,732,"(253.84563758389262, 163.40364333652926, 73.86001917545542, 79.70182166826463)"
coche1,733,"(253.74496644295303, 163.39980824544583, 73.84947267497603, 79.69990412272291)"
coche1,734,"(253.64429530201343, 163.39597315436242, 73.83892617449665, 79.69798657718121)"
coche1,735,"(253.54362416107384, 163.392138063279, 73.82837967401726, 79.6960690316395)"
coche1,736,"(253.4429530201342, 163.3883029721956, 73.81783317353788, 79.6941514860978)"
coche1,737,"(253.34228187919462, 163.3844678811122, 73.80728667305848, 79.6922339405561)"
coche1,738,"(253.24161073825502, 163.38063279002876, 73.79674017257909, 79.69031639501438)"
coche1,739,"(253.14093959731542, 163.37679769894535, 73.78619367209971, 79.68839884947268)"
coche1,740,"(253.04026845637583, 163.37296260786195, 73.77564717162032, 79.68648130393098)"
coche1,741,"(252.93959731543623, 163.36912751677852, 73.76510067114094, 79.68456375838926)"
coche1,742,"(252.83892617449663, 163.36529242569512, 73.75455417066155, 79.68264621284756)"
coche1,743,"(252.73825503355704, 163.36145733461169, 73.74400767018217, 79.68072866730584)"
coche1,744,"(252.63758389261744, 163.35762224352828, 73.73346116970278, 79.67881112176414)"
coche1,745,"(252.53691275167785, 163.35378715244488, 73.7229146692234, 79.67689357622244)"
coche1,746,"(252.43624161073825, 163.34995206136145, 73.712368168744, 79.67497603068072)"
coche1,747,"(252.33557046979865, 163.34611697027805, 73.70182166826461, 79.67305848513902)"
coche1,748,"(252.23489932885906, 163.34228187919464, 73.69127516778524, 79.67114093959732)"
coche1,749,"(252.13422818791946, 163.3384467881112, 73.68072866730584, 79.6692233940556)"
coche1,750,"(252.03355704697987, 163.3346116970278, 73.67018216682646, 79.6673058485139)"
coche1,751,"(251.93288590604027, 163.33077660594438, 73.65963566634707, 79.66538830297219)"
coche1,752,"(251.83221476510067, 163.32694151486098, 73.6490891658677, 79.66347075743049)"
coche1,753,"(251.73154362416108, 163.32310642377757, 73.6385426653883, 79.66155321188879)"
coche1,754,"(251.63087248322148, 163.31927133269414, 73.62799616490892, 79.65963566634707)"
coche1,755,"(251.53020134228188, 163.31543624161074, 73.61744966442953, 79.65771812080537)"
coche1,756,"(251.4295302013423, 163.31160115052734, 73.60690316395015, 79.65580057526367)"
coche1,757,"(251.3288590604027, 163.3077660594439, 73.59635666347076, 79.65388302972195)"
coche1,758,"(251.2281879194631, 163.3039309683605, 73.58581016299136, 79.65196548418025)"
coche1,759,"(251.1275167785235, 163.30009587727707, 73.57526366251199, 79.65004793863854)"
coche1,760,"(251.0268456375839, 163.29626078619367, 73.5647171620326, 79.64813039309684)"
coche1,761,"(250.9261744966443, 163.29242569511027, 73.55417066155321, 79.64621284755513)"
coche1,762,"(250.8255033557047, 163.28859060402684, 73.54362416107382, 79.64429530201342)"
coche1,763,"(250.72483221476512, 163.28475551294343, 73.53307766059444, 79.64237775647172)"
coche1,764,"(250.62416107382552, 163.28092042186003, 73.52253116011505, 79.64046021093002)"
coche1,765,"(250.52348993288592, 163.2770853307766, 73.51198465963567, 79.6385426653883)"
coche1,766,"(250.42281879194633, 163.2732502396932, 73.50143815915628, 79.6366251198466)"
coche1,767,"(250.32214765100673, 163.26941514860977, 73.4908916586769, 79.63470757430488)"
coche1,768,"(250.22147651006713, 163.26558005752636, 73.48034515819751, 79.63279002876318)"
coche1,769,"(250.12080536912754, 163.26174496644296, 73.46979865771812, 79.63087248322148)"
coche1,770,"(250.02013422818794, 163.25790987535953, 73.45925215723874, 79.62895493767977)"
coche1,771,"(249.91946308724835, 163.25407478427613, 73.44870565675934, 79.62703739213806)"
coche1,772,"(249.81879194630875, 163.25023969319273, 73.43815915627997, 79.62511984659636)"
coche1,773,"(249.71812080536915, 163.2464046021093, 73.42761265580057, 79.62320230105465)"
coche1,774,"(249.61744966442953, 163.2425695110259, 73.4170661553212, 79.62128475551295)"
coche1,775,"(249.51677852348993, 163.23873441994246, 73.4065196548418, 79.61936720997123)"
coche1,776,"(249.41610738255034, 163.23489932885906, 73.39597315436242, 79.61744966442953)"
coche1,777,"(249.31543624161074, 163.23106423777566, 73.38542665388303, 79.61553211888783)"
coche1,778,"(249.21476510067114, 163.22722914669222, 73.37488015340364, 79.61361457334611)"
coche1,779,"(249.11409395973155, 163.22339405560882, 73.36433365292426, 79.61169702780441)"
coche1,780,"(249.01342281879195, 163.21955896452542, 73.35378715244487, 79.60977948226271)"
coche1,781,"(248.91275167785236, 163.215723873442, 73.34324065196549, 79.607861936721)"
coche1,782,"(248.81208053691276, 163.21188878235859, 73.3326941514861, 79.60594439117929)"
coche1,783,"(248.71140939597316, 163.20805369127515, 73.32214765100672, 79.60402684563758)"
coche1,784,"(248.61073825503357, 163.20421860019175, 73.31160115052732, 79.60210930009588)"
coche1,785,"(248.51006711409397, 163.20038350910835, 73.30105465004794, 79.60019175455417)"
coche1,786,"(248.40939597315435, 163.19654841802492, 73.29050814956855, 79.59827420901246)"
coche1,787,"(248.30872483221475, 163.19271332694152, 73.27996164908916, 79.59635666347076)"
coche1,788,"(248.20805369127515, 163.1888782358581, 73.26941514860978, 79.59443911792906)"
coche1,789,"(248.10738255033556, 163.18504314477468, 73.25886864813039, 79.59252157238734)"
coche1,790,"(248.00671140939596, 163.18120805369128, 73.24832214765101, 79.59060402684564)"
coche1,791,"(247.90604026845637, 163.17737296260788, 73.23777564717162, 79.58868648130394)"
coche1,792,"(247.80536912751677, 163.17353787152445, 73.22722914669224, 79.58676893576222)"
coche1,793,"(247.70469798657717, 163.16970278044104, 73.21668264621285, 79.58485139022052)"
coche1,794,"(247.60402684563758, 163.1658676893576, 73.20613614573347, 79.5829338446788)"
coche1,795,"(247.50335570469798, 163.1620325982742, 73.19558964525407, 79.5810162991371)"
coche1,796,"(247.40268456375838, 163.1581975071908, 73.18504314477468, 79.5790987535954)"
coche1,797,"(247.3020134228188, 163.15436241610738, 73.1744966442953, 79.57718120805369)"
coche1,798,"(247.2013422818792, 163.15052732502397, 73.16395014381591, 79.57526366251199)"
coche1,799,"(247.1006711409396, 163.14669223394057, 73.15340364333653, 79.57334611697028)"
coche1,800,"(247.0, 163.14285714285714, 73.14285714285714, 79.57142857142857)"
coche1,801,"(246.8993288590604, 163.13902205177374, 73.13231064237776, 79.56951102588687)"
coche1,802,"(246.7986577181208, 163.1351869606903, 73.12176414189837, 79.56759348034515)"
coche1,803,"(246.6979865771812, 163.1313518696069, 73.11121764141899, 79.56567593480345)"
coche1,804,"(246.59731543624162, 163.1275167785235, 73.1006711409396, 79.56375838926175)"
coche1,805,"(246.49664429530202, 163.12368168744007, 73.09012464046022, 79.56184084372003)"
coche1,806,"(246.39597315436242, 163.11984659635667, 73.07957813998082, 79.55992329817833)"
coche1,807,"(246.29530201342283, 163.11601150527326, 73.06903163950143, 79.55800575263663)"
coche1,808,"(246.19463087248323, 163.11217641418983, 73.05848513902205, 79.55608820709492)"
coche1,809,"(246.09395973154363, 163.10834132310643, 73.04793863854266, 79.55417066155321)"
coche1,810,"(245.99328859060404, 163.104506232023, 73.03739213806328, 79.5522531160115)"
coche1,811,"(245.89261744966444, 163.1006711409396, 73.02684563758389, 79.5503355704698)"
coche1,812,"(245.79194630872485, 163.0968360498562, 73.01629913710451, 79.5484180249281)"
coche1,813,"(245.69127516778525, 163.09300095877276, 73.00575263662512, 79.54650047938638)"
coche1,814,"(245.59060402684565, 163.08916586768936, 72.99520613614574, 79.54458293384468)"
